student_id,unmastered_count,baseline_attempts,pso_attempts,efficiency_percent,is_penalized,recommended_path
85.0,18,241,225,6.64,0,perbandingan -> aljabar_dasar -> eksponen_logaritma -> persamaan_linear_satu_variabel -> aritmatika_sosial -> himpunan -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> teorema_pythagoras -> trigonometri -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
86.0,18,244,232,4.92,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
87.0,17,229,217,5.24,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> eksponen_logaritma -> teorema_pythagoras -> trigonometri -> bangun_ruang -> peluang_dasar -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
88.0,17,229,216,5.68,0,perbandingan -> persamaan_linear_satu_variabel -> statistika_dasar -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> bangun_ruang -> barisan_deret -> eksponen_logaritma -> peluang_dasar -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
89.0,19,250,238,4.8,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> peluang_dasar -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> teorema_pythagoras -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
90.0,17,236,224,5.08,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> statistika_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
91.0,17,217,205,5.53,0,bilangan_bulat -> persamaan_linear_satu_variabel -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
92.0,16,200,194,3.0,0,bilangan_bulat -> perbandingan -> teorema_pythagoras -> himpunan -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> trigonometri -> barisan_deret
93.0,17,235,217,7.66,0,aljabar_dasar -> aritmatika_sosial -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> barisan_deret -> peluang_dasar -> bangun_ruang -> statistika_dasar -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
94.0,17,234,222,5.13,0,aljabar_dasar -> aritmatika_sosial -> perbandingan -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
95.0,18,243,231,4.94,0,bilangan_bulat -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> eksponen_logaritma -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
96.0,19,253,241,4.74,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> peluang_dasar -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
97.0,19,245,233,4.9,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> statistika_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
98.0,17,235,229,2.55,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
99.0,19,236,224,5.08,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> teorema_pythagoras -> trigonometri -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
100.0,18,244,238,2.46,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
101.0,19,247,241,2.43,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> peluang_dasar -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
102.0,17,235,223,5.11,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
103.0,17,223,223,0.0,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> fungsi_kuadrat -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> limit -> turunan -> integral
104.0,19,253,247,2.37,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
105.0,18,235,223,5.11,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> peluang_dasar -> himpunan -> statistika_dasar -> teorema_pythagoras -> trigonometri -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> bangun_ruang -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
106.0,17,224,218,2.68,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> teorema_pythagoras -> statistika_dasar -> eksponen_logaritma -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
107.0,16,213,207,2.82,0,aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret -> trigonometri
108.0,17,230,218,5.22,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
109.0,15,185,178,3.78,0,bangun_ruang -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
110.0,18,240,237,1.25,0,bangun_ruang -> aljabar_dasar -> barisan_deret -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> peluang_dasar -> statistika_dasar -> fungsi_kuadrat -> limit -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> turunan -> integral
111.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> himpunan -> aritmatika_sosial -> perbandingan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> peluang_dasar -> barisan_deret -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
112.0,19,247,241,2.43,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
113.0,18,236,230,2.54,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
114.0,15,199,187,6.03,0,aritmatika_sosial -> barisan_deret -> himpunan -> teorema_pythagoras -> trigonometri -> eksponen_logaritma -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
115.0,18,244,237,2.87,0,persamaan_linear_satu_variabel -> bilangan_bulat -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> teorema_pythagoras -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
116.0,17,235,217,7.66,0,aljabar_dasar -> barisan_deret -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> sistem_persamaan_linear -> matriks -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> fungsi_kuadrat -> limit -> turunan -> integral
117.0,17,228,216,5.26,0,aljabar_dasar -> persamaan_linear_satu_variabel -> aritmatika_sosial -> statistika_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> peluang_dasar -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
118.0,19,253,247,2.37,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> bangun_ruang -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> limit -> turunan -> integral
119.0,18,243,237,2.47,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> perbandingan -> teorema_pythagoras -> statistika_dasar -> himpunan -> peluang_dasar -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> eksponen_logaritma -> bangun_ruang -> barisan_deret -> trigonometri -> turunan -> integral
120.0,17,235,217,7.66,0,persamaan_linear_satu_variabel -> sistem_persamaan_linear -> matriks -> himpunan -> aritmatika_sosial -> perbandingan -> peluang_dasar -> eksponen_logaritma -> statistika_dasar -> teorema_pythagoras -> trigonometri -> bangun_ruang -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
121.0,18,238,232,2.52,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral -> trigonometri
122.0,17,235,222,5.53,0,aritmatika_sosial -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> statistika_dasar -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
123.0,15,204,192,5.88,0,aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> bangun_ruang -> fungsi_kuadrat -> limit -> turunan -> integral
124.0,18,244,238,2.46,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> peluang_dasar -> barisan_deret -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
125.0,17,232,226,2.59,0,bilangan_bulat -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
126.0,15,205,199,2.93,0,persamaan_linear_satu_variabel -> himpunan -> bangun_ruang -> teorema_pythagoras -> statistika_dasar -> sistem_persamaan_linear -> matriks -> peluang_dasar -> eksponen_logaritma -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
127.0,17,235,223,5.11,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> barisan_deret -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
128.0,18,225,216,4.0,0,aljabar_dasar -> barisan_deret -> persamaan_linear_satu_variabel -> perbandingan -> bangun_ruang -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
129.0,19,241,232,3.73,0,bilangan_bulat -> aljabar_dasar -> barisan_deret -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
130.0,17,234,222,5.13,0,bilangan_bulat -> perbandingan -> himpunan -> aritmatika_sosial -> statistika_dasar -> teorema_pythagoras -> trigonometri -> bangun_ruang -> barisan_deret -> peluang_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
131.0,18,238,226,5.04,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> teorema_pythagoras -> trigonometri -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
132.0,16,214,202,5.61,0,aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
133.0,19,251,245,2.39,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> aritmatika_sosial -> perbandingan -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> barisan_deret -> limit -> turunan -> integral
134.0,18,238,226,5.04,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> teorema_pythagoras -> himpunan -> perbandingan -> trigonometri -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
135.0,18,234,222,5.13,0,bilangan_bulat -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
136.0,14,171,159,7.02,0,perbandingan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> eksponen_logaritma -> barisan_deret -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
137.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> himpunan -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> peluang_dasar -> statistika_dasar -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
138.0,19,254,241,5.12,0,statistika_dasar -> bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> limit -> turunan -> integral
139.0,16,206,194,5.83,0,bilangan_bulat -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
140.0,18,231,224,3.03,0,statistika_dasar -> aljabar_dasar -> persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> limit -> turunan -> integral
141.0,16,208,196,5.77,0,bilangan_bulat -> perbandingan -> sistem_persamaan_linear -> matriks -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> peluang_dasar -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
142.0,15,198,192,3.03,0,aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
143.0,19,249,237,4.82,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
144.0,17,228,221,3.07,0,perbandingan -> persamaan_linear_satu_variabel -> aritmatika_sosial -> statistika_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> fungsi_kuadrat -> sistem_persamaan_linear -> matriks -> barisan_deret -> limit -> turunan -> integral
145.0,18,244,238,2.46,0,aljabar_dasar -> teorema_pythagoras -> statistika_dasar -> persamaan_linear_satu_variabel -> perbandingan -> trigonometri -> himpunan -> peluang_dasar -> aritmatika_sosial -> bangun_ruang -> fungsi_kuadrat -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> barisan_deret -> limit -> turunan -> integral
146.0,15,203,197,2.96,0,teorema_pythagoras -> persamaan_linear_satu_variabel -> himpunan -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
147.0,19,254,248,2.36,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> fungsi_kuadrat -> limit -> turunan -> integral -> trigonometri -> sistem_persamaan_linear -> matriks -> barisan_deret
148.0,19,254,242,4.72,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> aritmatika_sosial -> barisan_deret -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
149.0,17,235,223,5.11,0,persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> peluang_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
150.0,16,200,188,6.0,0,aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
151.0,17,235,223,5.11,0,persamaan_linear_satu_variabel -> fungsi_kuadrat -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> limit -> turunan -> integral
152.0,17,226,208,7.96,0,aljabar_dasar -> eksponen_logaritma -> himpunan -> perbandingan -> aritmatika_sosial -> peluang_dasar -> bangun_ruang -> statistika_dasar -> teorema_pythagoras -> trigonometri -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
153.0,17,228,215,5.7,0,peluang_dasar -> persamaan_linear_satu_variabel -> himpunan -> perbandingan -> aritmatika_sosial -> statistika_dasar -> eksponen_logaritma -> teorema_pythagoras -> trigonometri -> sistem_persamaan_linear -> matriks -> bangun_ruang -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
154.0,17,223,217,2.69,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral -> trigonometri
155.0,18,236,218,7.63,0,bilangan_bulat -> aljabar_dasar -> aritmatika_sosial -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> peluang_dasar -> eksponen_logaritma -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
156.0,18,243,231,4.94,0,aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> aritmatika_sosial -> bangun_ruang -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> teorema_pythagoras -> trigonometri -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
157.0,17,222,210,5.41,0,aljabar_dasar -> persamaan_linear_satu_variabel -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
158.0,16,213,195,8.45,0,aljabar_dasar -> eksponen_logaritma -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
159.0,17,221,209,5.43,0,persamaan_linear_satu_variabel -> perbandingan -> himpunan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> peluang_dasar -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
160.0,15,203,191,5.91,0,aritmatika_sosial -> barisan_deret -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> peluang_dasar -> sistem_persamaan_linear -> matriks -> eksponen_logaritma -> fungsi_kuadrat -> limit -> turunan -> integral
161.0,19,246,240,2.44,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral -> barisan_deret
162.0,17,228,215,5.7,0,bangun_ruang -> persamaan_linear_satu_variabel -> eksponen_logaritma -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> trigonometri -> himpunan -> peluang_dasar -> statistika_dasar -> barisan_deret -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
163.0,16,212,200,5.66,0,persamaan_linear_satu_variabel -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
164.0,18,250,238,4.8,0,bilangan_bulat -> aritmatika_sosial -> persamaan_linear_satu_variabel -> perbandingan -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> peluang_dasar -> bangun_ruang -> barisan_deret -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> fungsi_kuadrat -> limit -> turunan -> integral
165.0,17,228,222,2.63,0,bilangan_bulat -> perbandingan -> aritmatika_sosial -> teorema_pythagoras -> himpunan -> statistika_dasar -> peluang_dasar -> eksponen_logaritma -> barisan_deret -> bangun_ruang -> sistem_persamaan_linear -> matriks -> trigonometri -> fungsi_kuadrat -> limit -> turunan -> integral
166.0,16,206,194,5.83,0,aljabar_dasar -> aritmatika_sosial -> himpunan -> teorema_pythagoras -> trigonometri -> peluang_dasar -> statistika_dasar -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> bangun_ruang -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
167.0,14,181,174,3.87,0,peluang_dasar -> himpunan -> teorema_pythagoras -> trigonometri -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> fungsi_kuadrat -> sistem_persamaan_linear -> matriks -> barisan_deret -> limit -> turunan -> integral
168.0,16,220,213,3.18,0,teorema_pythagoras -> perbandingan -> trigonometri -> aritmatika_sosial -> himpunan -> peluang_dasar -> statistika_dasar -> barisan_deret -> bangun_ruang -> fungsi_kuadrat -> eksponen_logaritma -> sistem_persamaan_linear -> matriks -> limit -> turunan -> integral
169.0,19,252,240,4.76,0,bilangan_bulat -> aljabar_dasar -> persamaan_linear_satu_variabel -> perbandingan -> aritmatika_sosial -> statistika_dasar -> bangun_ruang -> eksponen_logaritma -> himpunan -> peluang_dasar -> sistem_persamaan_linear -> matriks -> teorema_pythagoras -> trigonometri -> barisan_deret -> fungsi_kuadrat -> limit -> turunan -> integral
