id,teacher_id,baseline,learn_rate,slip,guess,fatigue
487,3,0.47068542315149464,0.15,0.05,0.1,0.0
488,13,0.383690399277121,0.1,0.15,0.25,0.0
489,8,0.937428327014513,0.1,0.15,0.25,0.0
490,19,0.7763279513898901,0.05,0.1,0.2,0.0
491,15,0.5984054717366765,0.15,0.05,0.1,0.0
492,15,0.8959888277780051,0.1,0.15,0.25,0.0
493,1,0.6154736615295237,0.15,0.05,0.1,0.0
494,15,0.42774315973434723,0.08,0.1,0.35,0.0
495,18,0.9046248154539315,0.08,0.1,0.35,0.0
496,15,0.7077820087369318,0.15,0.05,0.1,0.0
497,19,0.39255076913470865,0.08,0.1,0.35,0.0
498,14,0.5619322643832784,0.15,0.05,0.1,0.0
499,15,0.4248763493230485,0.1,0.15,0.25,0.0
500,7,0.32344005380713275,0.08,0.1,0.35,0.0
